fipsstat,state,year,vio,prop,murder,rape,assault,rob,auto,burg,larc,rpcpi,rpcim,rpcui,area,density,shalll,aftr,yr70,yr71,yr72,yr73,yr74,yr75,yr76,yr77,yr78,yr79,yr80,yr81,yr82,yr83,yr84,yr85,yr86,yr87,yr88,yr89,yr90,yr91,yr92,yr93,yr94,yr95,yr96,yr97,yr98,yr99,yr00,yr01,yr02,yr03,yr04,yr05,yr06,yr07,AK,AL,AZ,AR,CA,CO,CT,DE,FL,GA,DC,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,trnd,trndAK,trndAL,trndAZ,trndAR,trndCA,trndCO,trndCT,trndDC,trndDE,trndFL,trndGA,trndHI,trndIA,trndID,trndIL,trndIN,trndKS,trndKY,trndLA,trndMA,trndMD,trndME,trndMI,trndMN,trndMO,trndMS,trndMT,trndNC,trndND,trndNE,trndNH,trndNJ,trndNM,trndNV,trndNY,trndOH,trndOK,trndOR,trndPA,trndRI,trndSC,trndSD,trndTN,trndTX,trndUT,trndVA,trndVT,trndWA,trndWI,trndWV,trndWY,incarc_rate,unemp,stnumber,pop_b,ppb,prison_pop,prison_rate,prison_1,rpcrpo,crack,povrate,police,policerate,lpolicerate,ppx1019,ppx2029,ppx3039,ppx4049,ppx5064,ppx65o,vioarr,proparr,aovio,aopro,murarr,raparr,robarr,agaarr,burarr,lararr,autarr,aomur,aorap,aorob,aoaga,aobur,aolar,aoaut,popwm1019,popwm2029,popwm3039,popwm4049,popwm5064,popwm65o,popwf1019,popwf2029,popwf3039,popwf4049,popwf5064,popwf65o,popbm1019,popbm2029,popbm3039,popbm4049,popbm5064,popbm65o,popbf1019,popbf2029,popbf3039,popbf4049,popbf5064,popbf65o,popnm1019,popnm2029,popnm3039,popnm4049,popnm5064,popnm65o,popnf1019,popnf2029,popnf3039,popnf4049,popnf5064,popnf65o,popstate,ppwm1019,ppbm1019,ppnm1019,ppwf1019,ppbf1019,ppnf1019,ppwm2029,ppbm2029,ppnm2029,ppwf2029,ppbf2029,ppnf2029,ppwm3039,ppbm3039,ppnm3039,ppwf3039,ppbf3039,ppnf3039,ppwm4049,ppbm4049,ppnm4049,ppwf4049,ppbf4049,ppnf4049,ppwm5064,ppbm5064,ppnm5064,ppwf5064,ppbf5064,ppnf5064,ppwm65o,ppbm65o,ppnm65o,ppwf65o,ppbf65o,ppnf65o,lmur_1,lrap_1,laga_1,lrob_1,laut_1,lbur_1,llar_1,ratmur,ratrap,rataga,ratrob,rataut,ratbur,ratlar,lmur,lrap,laga,lrob,laut,lbur,llar,lnlpolicerate,lincarc_rate,lrpcim,lrpcui,lrpcrpo,lrpcpi,laovio,laopro,ratrap2,lrap2,ratvio,ratpro,lvio,lpro,mur_1,rap_1,aga_1,rob_1,aut_1,bur_1,lar_1,g_assault,ratgaga,lgaga,domvio
16,Idaho,1978,2076,33174,47,169,1509,351,2140,9117,21917,3131.155,23.35392,16.43424,82677,11.019292,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,5.5,13,2742,0.0024358,802,88.031067,87.602242,278.08459,0.055715401,12.025,1436,157.62172,206.782,0.18683881,0.1770477,0.13144849,0.093766198,0.13033859,0.096353501,,,56.549999,19.629999,,,,,,,,87.230003,42.009998,44.439999,60.040001,21.07,18.57,24.35,84013,79669,59586,42244,57202,39007,82073,77583,57813,41665,59943,47833,307,616,230,119,99,60,207,257,105,83,83,53,1811,1581,951,610,706,391,1807,1592,1070,704,711,438,911042,0.092216402,0.000337,0.0019878,0.090086997,0.0002272,0.0019834,0.087448202,0.0006761,0.0017354,0.085158497,0.0002821,0.0017474,0.065404199,0.0002525,0.0010439,0.0634581,0.0001153,0.0011745,0.046368901,0.0001306,0.0006696,0.045733299,9.11E-05,0.0007727,0.062787399,0.0001087,0.0007749,0.0657961,9.11E-05,0.0007804,0.042815801,0.0000659,0.0004292,0.052503601,5.82E-05,0.0004808,1.671382,2.933223,5.1196799,3.6472349,5.4399772,6.9267702,7.832634,5.1589279,18.550188,165.63452,38.527313,234.89587,1000.7222,2405.7068,1.6407288,2.92048,5.1097836,3.6513674,5.4591422,6.9084773,7.7855992,5.331665,4.4659081,2.8131449,2.4542,5.6279254,8.0491571,57.060001,20.139999,18.550188,2.92048,227.87094,3641.325,5.4287796,8.2001028,5.3195162,18.788078,167.2818,38.368423,230.43692,1019.1967,2521.564,,,,0
16,Idaho,1979,2613,35766,49,186,1986,392,2460,9729,23577,3665.426,32.470711,24.00009,82677,11.281553,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,5.8000002,13,2745,0.0023578,830,88.986572,88.031067,337.88361,0.055715401,12.6,1701,182.36887,157.6217,0.18096219,0.1781673,0.1357507,0.093357705,0.12820721,0.097670801,,,55.169998,19.98,,,,,,,,77.550003,47.310001,54.34,55.52,20.940001,19.43,21.52,83242,81943,63014,43126,57516,40441,81351,80037,61104,42397,60401,49681,298,608,226,115,94,59,202,274,109,78,80,56,1843,1643,999,629,741,411,1852,1676,1166,732,750,452,932725,0.089245997,0.0003195,0.0019759,0.087218598,0.0002166,0.0019856,0.087853298,0.0006519,0.0017615,0.085809901,0.0002938,0.0017969,0.067558996,0.0002423,0.0010711,0.065511301,0.0001169,0.0012501,0.046236601,0.0001233,0.0006744,0.045455001,8.36E-05,0.0007848,0.061664499,0.0001008,0.0007944,0.0647576,8.58E-05,0.0008041,0.043357901,6.33E-05,0.0004406,0.053264402,6E-05,0.0004846,1.640729,2.92048,5.1097841,3.6513669,5.4591422,6.9084768,7.7855992,5.2534242,19.941568,212.9245,42.027393,263.74335,1043.0728,2527.7546,1.6588801,2.9928064,5.3609376,3.7383215,5.5749764,6.9499264,7.8350868,5.0601978,4.5108595,2.9740756,2.4312105,5.8227015,8.2067003,56.549999,19.629999,19.941568,2.9928064,280.14688,3834.5708,5.635314,8.2518129,5.1589279,18.550188,165.63452,38.527313,234.89587,1000.7222,2405.7068,,,,0
16,Idaho,1980,2957,42169,29,211,2275,442,2235,11691,28243,4503.7061,47.911758,41.662399,82412,11.510242,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,7.0999999,13,2752,0.002314,817,86.128555,88.986572,423.91489,0.055715401,14.7,1731,182.48291,182.3689,0.1765023,0.1783358,0.13900749,0.092891298,0.12671641,0.099685594,,,46.360001,19.040001,,,,,,,,75.860001,28.440001,46.830002,47.439999,18.469999,19.16,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948582,0.086845398,0.0003047,0.0020778,0.084990002,0.0002087,0.0020757,0.0876709,0.0006294,0.0019187,0.085894503,0.0003047,0.0019176,0.069046199,0.0002404,0.0012081,0.067024298,0.000117,0.0013715,0.045999199,0.0001212,0.0007221,0.045151599,7.91E-05,0.0008181,0.0608561,0.0001001,0.0008391,0.064005002,0.0000822,0.0008339,0.044177499,6.01E-05,0.0004596,0.054429699,6.64E-05,0.0004923,1.65888,2.992806,5.3609381,3.738322,5.574976,6.9499259,7.8350868,3.0571949,22.243729,239.83167,46.595867,235.61484,1232.4712,2977.3916,1.1174978,3.1020601,5.4799371,3.841512,5.4621983,7.1167765,7.9988027,5.2060313,4.5217886,3.2549779,2.9041169,6.0495329,8.4126558,55.169998,19.98,22.243729,3.1020601,311.72845,4445.4775,5.7421327,8.3996429,5.2534242,19.941568,212.9245,42.027393,263.74335,1043.0728,2527.7546,482,50.812687,3.9281461,0
16,Idaho,1981,2717,40733,43,198,2114,362,2055,11255,27423,5324.3071,54.451199,48.212002,82412,11.675521,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,7.5999999,13,2862,0.0023581,957,99.459259,86.128563,528.63037,-0.0682787,17.700001,1768,183.74501,182.48289,0.17300099,0.1763317,0.14221729,0.093759902,0.12600249,0.1015929,,,53.540001,20.309999,,,,,,,,102.33,34.849998,48.48,55.119999,20.25,20.26,21.379999,723725,695791,665328,461412,522654,426384,699555,674742,655787,450359,544248,541066,2848,5179,2890,1240,1054,581,2089,2719,1545,646,759,607,18791,18748,13929,8307,7443,4752,18553,17473,15409,9263,8683,5122,962203,0.085229397,0.0003087,0.0020224,0.083209097,0.0002162,0.0020152,0.086790398,0.0006277,0.0019102,0.084801197,0.0003076,0.0018946,0.070501797,0.0002598,0.0012419,0.068651803,0.0001278,0.0014342,0.046452802,0.0001237,0.0007389,0.0455341,7.79E-05,0.0008325,0.0605652,0.0001018,0.0008127,0.063584298,8.11E-05,0.0008574,0.044909399,6.03E-05,0.0004666,0.055587001,6.55E-05,0.0005041,1.117498,3.1020601,5.4799371,3.841512,5.4621978,7.116776,7.9988031,4.4689116,20.577778,219.70416,37.621998,213.5724,1169.7115,2850.0222,1.4971449,3.0242116,5.392282,3.627589,5.363976,7.0645123,7.9550819,5.2066565,4.4659081,3.3521416,2.8596652,6.2702894,8.5800381,46.360001,19.040001,20.577778,3.0242116,282.37283,4233.3062,5.6432285,8.3507385,3.0571949,22.243729,239.83167,46.595867,235.61484,1232.4712,2977.3916,423,43.961617,3.7833169,0
16,Idaho,1982,2501,36902,24,160,2025,292,1688,9958,25256,5758.938,57.46368,89.188423,82412,11.815354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,9,13,2910,0.0023509,1044,107.21691,99.459259,608.75592,-0.0103336,15.6,2105,216.17969,183.745,0.16903819,0.1730824,0.1455387,0.0953153,0.1249201,0.1037169,,,56.630001,23.280001,,,,,,,,65.220001,36.310001,52.25,58.77,21.82,23.92,22.139999,723725,695791,665328,461412,522654,426384,699555,674742,655787,450359,544248,541066,2848,5179,2890,1240,1054,581,2089,2719,1545,646,759,607,18791,18748,13929,8307,7443,4752,18553,17473,15409,9263,8683,5122,973727,0.083300598,0.000305,0.0020262,0.081184998,0.0002126,0.0020088,0.085057698,0.0006121,0.0019389,0.083264597,0.0003071,0.001902,0.071945198,0.0002701,0.0013053,0.070377998,0.0001366,0.0015035,0.047229901,0.0001232,0.0007661,0.046262499,7.5E-05,0.0008586,0.060090799,0.0001058,0.000801,0.0629602,8.01E-05,0.0008822,0.045602102,5.96E-05,0.0004662,0.0570026,6.37E-05,0.0005227,1.4971451,3.0242119,5.392282,3.627589,5.363976,7.0645118,7.9550819,2.4647565,16.431711,207.96384,29.987871,173.35454,1022.6686,2593.7454,0.90209299,2.7992132,5.3373642,3.4007931,5.1553388,6.9301705,7.860858,5.2135491,4.59512,3.3704908,3.4983242,6.4114175,8.6585083,53.540001,20.309999,16.431711,2.7992132,256.84818,3789.7686,5.5484853,8.2400599,4.4689116,20.577778,219.70416,37.621998,213.5724,1169.7115,2850.0222,400,41.079277,3.7155037,0
16,Idaho,1983,2361,35872,35,181,1875,270,1687,9206,24979,6449.6392,62.436001,79.293716,82412,11.914018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,8.8000002,13,3028,0.0024047,1187,120.89324,107.2169,684.92291,0.081136703,17.700001,2095,213.37097,216.1797,0.16530199,0.1698291,0.1481048,0.098794401,0.1233255,0.1059338,,,56.32,23.370001,,,,,,,,74.290001,37.779999,42.75,59.740002,23.73,23.370001,21.389999,723725,695791,665328,461412,522654,426384,699555,674742,655787,450359,544248,541066,2848,5179,2890,1240,1054,581,2089,2719,1545,646,759,607,18791,18748,13929,8307,7443,4752,18553,17473,15409,9263,8683,5122,981858,0.081583098,0.0003066,0.0020176,0.079186603,0.000218,0.0019901,0.083717801,0.0006101,0.001985,0.081289798,0.0003127,0.0019137,0.073106296,0.0002882,0.0013912,0.071598902,0.0001507,0.0015695,0.049001001,0.0001273,0.0008077,0.047870498,7.23E-05,0.0009156,0.059341598,0.000109,0.0008087,0.062077198,8.15E-05,0.0009075,0.0464487,0.0000631,0.0004919,0.058331199,6.52E-05,0.0005337,0.90209299,2.7992129,5.3373642,3.4007931,5.1553388,6.930171,7.860858,3.5646703,18.434437,190.96448,27.498884,171.81711,937.61011,2544.0542,1.2710716,2.9142206,5.2520876,3.3141453,5.1464305,6.8433342,7.8415141,5.3761101,4.6728287,3.5220406,3.4740314,6.5293064,8.7717791,56.630001,23.280001,18.434437,2.9142206,240.46246,3653.4814,5.482564,8.2034359,2.4647565,16.431711,207.96384,29.987871,173.35454,1022.6686,2593.7454,334,34.017139,3.5268645,0
16,Idaho,1984,2355,34398,34,187,1890,244,1509,8751,24138,7175.5088,63.50008,55.72456,82412,12.02297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,7.4000001,13,3074,0.0024121,1253,126.45874,120.8932,760.70502,-0.056105699,17.299999,2204,222.4382,213.371,0.162938,0.1658546,0.15126801,0.1018048,0.1225761,0.1072882,,,53.93,23.23,,,,,,,,61.759998,38.59,38.27,56.98,20.67,24.370001,19.77,723725,695791,665328,461412,522654,426384,699555,674742,655787,450359,544248,541066,2848,5179,2890,1240,1054,581,2089,2719,1545,646,759,607,18791,18748,13929,8307,7443,4752,18553,17473,15409,9263,8683,5122,990837,0.080456197,0.0003048,0.0020316,0.077907898,0.00022,0.0020175,0.081744,0.0005995,0.0020437,0.079223901,0.0003078,0.0019357,0.074477397,0.0003068,0.0014624,0.073212802,0.0001605,0.0016481,0.0504715,0.0001282,0.0008629,0.0493108,6.96E-05,0.0009618,0.059046999,0.000108,0.0008034,0.061605498,8.17E-05,0.0009305,0.046840198,6.16E-05,0.0005006,0.0592812,6.36E-05,0.000541,1.271072,2.914221,5.2520881,3.3141451,5.14643,6.8433342,7.8415141,3.4314423,18.872932,190.74782,24.625645,152.29549,883.19269,2436.1221,1.2329806,2.9377286,5.2509522,3.2037883,5.0258226,6.7835436,7.7981629,5.3630323,4.7957907,3.5752852,2.8443975,6.6342459,8.8784294,56.32,23.370001,18.872932,2.9377286,237.67784,3471.6104,5.4709163,8.1523743,3.5646703,18.434437,190.96448,27.498884,171.81711,937.61011,2544.0542,343,34.617199,3.5443506,0
16,Idaho,1985,2360,36916,22,192,1877,269,1829,8917,26170,7792.02,68.274719,60.242401,82412,12.061884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,7.8000002,13,3237,0.0025249,1344,135.20528,126.4587,842.05487,0.1656151,16,2259,227.25352,222.4382,0.16196661,0.1613299,0.1545274,0.1042065,0.1221294,0.1092708,,,52.5,22.84,,,,,,,,86.360001,27.08,37.169998,56.91,22.209999,23.35,18.629999,723725,695791,665328,461412,522654,426384,699555,674742,655787,450359,544248,541066,2848,5179,2890,1240,1054,581,2089,2719,1545,646,759,607,18791,18748,13929,8307,7443,4752,18553,17473,15409,9263,8683,5122,994044,0.080027603,0.0003189,0.0020573,0.077289298,0.0002364,0.0020371,0.079390898,0.0005895,0.0021106,0.076958403,0.0003098,0.0019707,0.075893,0.000328,0.0015512,0.074851803,0.0001791,0.0017243,0.051617399,0.0001418,0.0009265,0.050423302,7.24E-05,0.0010251,0.058840498,0.0001227,0.0008229,0.061293099,8.75E-05,0.0009627,0.0475794,6.74E-05,0.0005312,0.060447,7.14E-05,0.0005744,1.232981,2.9377289,5.2509518,3.203788,5.0258231,6.7835441,7.7981629,2.2131817,19.315041,188.82465,27.061176,183.99588,897.04279,2632.6802,0.79443115,2.9608841,5.240819,3.2981,5.2149134,6.7991037,7.8757577,5.4046493,4.8441873,3.6258373,2.9185057,6.7358451,8.9608555,53.93,23.23,19.315041,2.9608841,237.41403,3713.719,5.4698057,8.2197895,3.4314423,18.872932,190.74782,24.625645,152.29549,883.19269,2436.1221,316,31.789337,3.459131,0
16,Idaho,1986,2232,39964,32,201,1785,214,1818,10065,28081,8193.3096,71.997452,67.883308,82412,12.015532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,8.1000004,13,3279,0.0025602,1448,146.22954,135.20531,913.33911,0.2323765,18.5,2189,221.0611,227.25349,0.16179579,0.1560414,0.1582804,0.1058337,0.121113,0.11224139,,,52.740002,22.32,,,,,,,,80.650002,37.040001,41.18,55.25,20.34,23.17,20.309999,723725,695791,665328,461412,522654,426384,699555,674742,655787,450359,544248,541066,2848,5179,2890,1240,1054,581,2089,2719,1545,646,759,607,18791,18748,13929,8307,7443,4752,18553,17473,15409,9263,8683,5122,990224,0.079956703,0.0003242,0.0021187,0.077066399,0.0002424,0.0020874,0.076862402,0.0005797,0.0021621,0.074144803,0.000307,0.0019854,0.077638999,0.0003454,0.0016481,0.076641202,0.0001899,0.0018168,0.0524326,0.0001444,0.0009796,0.051121801,7.27E-05,0.0010826,0.058358502,0.0001252,0.0008422,0.060698401,0.0000889,0.0009998,0.048834398,6.87E-05,0.0005585,0.062109198,0.0000717,0.0005989,0.79443109,2.9608841,5.240819,3.2981,5.2149129,6.7991042,7.8757582,3.2315919,20.298437,180.26224,21.611271,183.59482,1016.4367,2835.823,1.1729748,3.0105438,5.1944127,3.073215,5.2127314,6.9240584,7.9500875,5.4260659,4.8903489,3.7004483,2.8443975,6.8171072,9.0110731,52.5,22.84,20.298437,3.0105438,225.40355,4035.8545,5.4178925,8.3029737,2.2131817,19.315041,188.82465,27.061176,183.99588,897.04279,2632.6802,316,31.911972,3.4629812,0
16,Idaho,1987,2138,39342,31,175,1690,242,1671,9748,27923,8906.6865,75.913292,58.17654,82412,11.952191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,7.5,13,3290,0.0025776,1435,145.68469,146.22951,994.67688,0.49713609,15.1,2299,233.40007,221.0611,0.1630013,0.1504887,0.158308,0.1112107,0.1204857,0.115697,,,54.959999,22.469999,,,,,,,,58.060001,28.74,37.34,60.150002,18.93,22.83,186.58,723725,695791,665328,461412,522654,426384,699555,674742,655787,450359,544248,541066,2848,5179,2890,1240,1054,581,2089,2719,1545,646,759,607,18791,18748,13929,8307,7443,4752,18553,17473,15409,9263,8683,5122,985004,0.080604702,0.0003299,0.0021858,0.077487998,0.0002457,0.0021472,0.074053504,0.0005645,0.0022264,0.071326599,0.0003025,0.0020152,0.077452503,0.0003635,0.0017553,0.076635197,0.0001949,0.0019066,0.0551074,0.0001492,0.0010396,0.053692199,7.21E-05,0.0011502,0.058093201,0.0001289,0.0008629,0.0602718,8.83E-05,0.0010406,0.050175399,6.7E-05,0.0005827,0.064181499,7.11E-05,0.0006193,1.1729749,3.0105441,5.1944132,3.073215,5.2127309,6.924058,7.950088,3.1471953,17.766426,171.57291,24.568428,169.64398,989.64063,2834.8108,1.1465117,2.8773105,5.1450081,3.2014623,5.1337018,6.8973417,7.9497304,5.3984389,4.9698133,3.6806457,2.601836,6.9024181,9.0945578,52.740002,22.32,17.766426,2.8773105,217.05496,3994.0955,5.3801508,8.292572,3.2315919,20.298437,180.26224,21.611271,183.59482,1016.4367,2835.823,286,29.035416,3.3685162,0
16,Idaho,1988,2345,37345,36,179,1928,202,1761,8691,26893,9951.8975,84.819397,50.89164,82412,11.960249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6.0999999,13,3371,0.0026337,1581,160.39883,145.68469,1122.566,0.69123268,12.5,2287,232.02539,233.4001,0.1647948,0.1449839,0.1589511,0.1153543,0.1206857,0.1183024,,,50.360001,10.56,,,,,,,,57.139999,35.23,50.25,51.549999,9.3400002,11.11,8.21,723725,695791,665328,461412,522654,426384,699555,674742,655787,450359,544248,541066,2848,5179,2890,1240,1054,581,2089,2719,1545,646,759,607,18791,18748,13929,8307,7443,4752,18553,17473,15409,9263,8683,5122,985668,0.081483804,0.0003399,0.0022685,0.078218997,0.0002577,0.0022259,0.071116202,0.0005458,0.0022918,0.068675302,0.0003064,0.0020484,0.077510901,0.0003794,0.0018424,0.077037103,0.000208,0.0019733,0.057132799,0.0001573,0.001114,0.055637401,7.2E-05,0.0012408,0.058240701,0.0001329,0.0008887,0.060240399,9.03E-05,0.0010927,0.051111501,7.1E-05,0.0006037,0.065798998,7.3E-05,0.0006442,1.146512,2.877311,5.1450081,3.201462,5.1337018,6.8973422,7.9497299,3.6523454,18.160273,195.60339,20.493715,178.66057,881.73706,2728.4036,1.2953695,2.8992364,5.2760892,3.0201182,5.1854877,6.7818937,7.9114718,5.452754,4.9698133,3.6604428,2.4986517,7.0233727,9.2055187,54.959999,22.469999,18.160273,2.8992364,237.90973,3788.801,5.4718914,8.2398052,3.1471953,17.766426,171.57291,24.568428,169.64398,989.64063,2834.8108,336,34.088558,3.5289619,0
